input_file_name	gene_symbol	gene_name	reference_database_name	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	genetic_variation_type	antimicrobial_agent	coverage_percentage	coverage_depth	coverage_ratio	drug_class	input_gene_length	input_gene_start	input_gene_stop	input_protein_length	input_protein_start	input_protein_stop	input_sequence_id	nucleotide_mutation	nucleotide_mutation_interpretation	predicted_phenotype	predicted_phenotype_confidence_level	amino_acid_mutation	amino_acid_mutation_interpretation	reference_gene_length	reference_gene_start	reference_gene_stop	reference_protein_length	reference_protein_start	reference_protein_stop	resistance_mechanism	strand_orientation	sequence_identity
A1202KPN.tsv.amrfinderplus	emrD	multidrug efflux MFS transporter EmrD	NCBI Reference Gene Database	2023-11-15.1	ACN65732.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				394													394					99.49
A1202KPN.tsv.amrfinderplus	fieF	CDF family cation-efflux transporter FieF	NCBI Reference Gene Database	2023-11-15.1	BAB89353.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							300													300					100.0
A1202KPN.tsv.amrfinderplus	fosA	FosA5 family fosfomycin resistance glutathione transferase	NCBI Reference Gene Database	2023-11-15.1	WP_004146118.1	amrfinderplus	3.11.18	gene_presence_detected	FOSFOMYCIN	100.0			FOSFOMYCIN				139													139					100.0
A1202KPN.tsv.amrfinderplus	hsp20	small heat shock protein sHSP20	NCBI Reference Gene Database	2023-11-15.1	CDY80020.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							189													189					100.0
A1202KPN.tsv.amrfinderplus	kdeA	multidrug efflux MFS transporter KdeA	NCBI Reference Gene Database	2023-11-15.1	ABR76310.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				410													410					100.0
A1202KPN.tsv.amrfinderplus	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	NCBI Reference Gene Database	2023-11-15.1	AAL08400.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							698													698					100.0
A1202KPN.tsv.amrfinderplus	oqxA3	multidrug efflux RND transporter periplasmic adaptor subunit OqxA3	NCBI Reference Gene Database	2023-11-15.1	WP_004890321.1	amrfinderplus	3.11.18	gene_presence_detected	PHENICOL/QUINOLONE	100.0			PHENICOL/QUINOLONE				391													391					100.0
A1202KPN.tsv.amrfinderplus	oqxB19	multidrug efflux RND transporter permease subunit OqxB19	NCBI Reference Gene Database	2023-11-15.1	WP_004149399.1	amrfinderplus	3.11.18	gene_presence_detected	PHENICOL/QUINOLONE	100.0			PHENICOL/QUINOLONE				1050													1050					100.0
A1202KPN.tsv.amrfinderplus	pcoA	multicopper oxidase PcoA	NCBI Reference Gene Database	2023-11-15.1	CAA58525.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				605													605					100.0
A1202KPN.tsv.amrfinderplus	pcoB	copper-binding protein PcoB	NCBI Reference Gene Database	2023-11-15.1	CAA58526.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				296													296					100.0
A1202KPN.tsv.amrfinderplus	pcoC	copper resistance system metallochaperone PcoC	NCBI Reference Gene Database	2023-11-15.1	CAA58527.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				126													126					100.0
A1202KPN.tsv.amrfinderplus	pcoD	copper resistance inner membrane protein PcoD	NCBI Reference Gene Database	2023-11-15.1	CAA58528.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				309													309					99.68
A1202KPN.tsv.amrfinderplus	pcoE	copper resistance system metallochaperone PcoE	NCBI Reference Gene Database	2023-11-15.1	CAA58532.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				144													144					94.44
A1202KPN.tsv.amrfinderplus	pcoR	copper response regulator transcription factor PcoR	NCBI Reference Gene Database	2023-11-15.1	CAA58529.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				226													226					100.0
A1202KPN.tsv.amrfinderplus	pcoS	copper resistance membrane spanning protein PcoS	NCBI Reference Gene Database	2023-11-15.1	CAA58530.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				466													466					99.14
A1202KPN.tsv.amrfinderplus	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NCBI Reference Gene Database	2023-11-15.1	AAD11749.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				1048													1048					98.85
A1202KPN.tsv.amrfinderplus	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NCBI Reference Gene Database	2023-11-15.1	AAD11748.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				430													430					97.67
A1202KPN.tsv.amrfinderplus	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NCBI Reference Gene Database	2023-11-15.1	SPD96884.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				461													461					100.0
A1202KPN.tsv.amrfinderplus	silE	silver-binding protein SilE	NCBI Reference Gene Database	2023-11-15.1	AAD11743.1	amrfinderplus	3.11.18	gene_presence_detected	SILVER	100.0			SILVER				143													143					91.61
A1202KPN.tsv.amrfinderplus	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NCBI Reference Gene Database	2023-11-15.1	KGL71342.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				117													117					99.15
A1202KPN.tsv.amrfinderplus	silP	Ag(+)-translocating P-type ATPase SilP	NCBI Reference Gene Database	2023-11-15.1	AAD11750.1	amrfinderplus	3.11.18	gene_presence_detected	SILVER	99.64			SILVER				822													824					94.53
A1202KPN.tsv.amrfinderplus	silR	copper/silver response regulator transcription factor SilR	NCBI Reference Gene Database	2023-11-15.1	SPD96883.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				226													226					100.0
A1202KPN.tsv.amrfinderplus	silS	copper/silver sensor histidine kinase SilS	NCBI Reference Gene Database	2023-11-15.1	SPD96882.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				491													491					100.0
A1202KPN.tsv.amrfinderplus	tet(D)	tetracycline efflux MFS transporter Tet(D)	NCBI Reference Gene Database	2023-11-15.1	WP_001039466.1	amrfinderplus	3.11.18	gene_presence_detected	TETRACYCLINE	100.0			TETRACYCLINE				394													394					100.0
A1202KPN.tsv.amrfinderplus	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NCBI Reference Gene Database	2023-11-15.1	CAA21388.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							600													600					99.5
A1202KPN.tsv.amrfinderplus	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NCBI Reference Gene Database	2023-11-15.1	AAC69584.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							600													600					99.83
A1203KPN.tsv.amrfinderplus	arsA	arsenite efflux transporter ATPase subunit ArsA	NCBI Reference Gene Database	2023-11-15.1	BAA24822.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				583													583					98.46
A1203KPN.tsv.amrfinderplus	arsB	arsenite efflux transporter membrane subunit ArsB	NCBI Reference Gene Database	2023-11-15.1	BAA24823.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				429													429					98.83
A1203KPN.tsv.amrfinderplus	arsC	glutaredoxin-dependent arsenate reductase	NCBI Reference Gene Database	2023-11-15.1	BAA24824.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENATE	100.0			ARSENIC				141													141					98.58
A1203KPN.tsv.amrfinderplus	arsD	arsenite efflux transporter metallochaperone ArsD	NCBI Reference Gene Database	2023-11-15.1	AAB09625.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				120													120					90.83
A1203KPN.tsv.amrfinderplus	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NCBI Reference Gene Database	2023-11-15.1	AET17094.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENIC	100.0			ARSENIC				116													116					93.97
A1203KPN.tsv.amrfinderplus	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NCBI Reference Gene Database	2023-11-15.1	AET17094.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENIC	100.0			ARSENIC				116													116					98.28
A1203KPN.tsv.amrfinderplus	blaOXA-48	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-48	NCBI Reference Gene Database	2023-11-15.1	WP_015059991.1	amrfinderplus	3.11.18	gene_presence_detected	CARBAPENEM	100.0			BETA-LACTAM				265													265					100.0
A1203KPN.tsv.amrfinderplus	blaSHV-11	broad-spectrum class A beta-lactamase SHV-11	NCBI Reference Gene Database	2023-11-15.1	WP_004176269.1	amrfinderplus	3.11.18	gene_presence_detected	BETA-LACTAM	100.0			BETA-LACTAM				286													286					100.0
A1203KPN.tsv.amrfinderplus	emrD	multidrug efflux MFS transporter EmrD	NCBI Reference Gene Database	2023-11-15.1	ACN65732.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				394													394					99.49
A1203KPN.tsv.amrfinderplus	fieF	CDF family cation-efflux transporter FieF	NCBI Reference Gene Database	2023-11-15.1	BAB89353.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							300													300					100.0
A1203KPN.tsv.amrfinderplus	fosA	FosA5 family fosfomycin resistance glutathione transferase	NCBI Reference Gene Database	2023-11-15.1	WP_114473955.1	amrfinderplus	3.11.18	gene_presence_detected	FOSFOMYCIN	100.0			FOSFOMYCIN				139													139					99.28
A1203KPN.tsv.amrfinderplus	kdeA	multidrug efflux MFS transporter KdeA	NCBI Reference Gene Database	2023-11-15.1	ABR76310.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				410													410					100.0
A1203KPN.tsv.amrfinderplus	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	NCBI Reference Gene Database	2023-11-15.1	WP_002914189.1	amrfinderplus	3.11.18	gene_presence_detected	PHENICOL/QUINOLONE	100.0			PHENICOL/QUINOLONE				391													391					100.0
A1203KPN.tsv.amrfinderplus	oqxB	multidrug efflux RND transporter permease subunit OqxB	NCBI Reference Gene Database	2023-11-15.1	WP_004149399.1	amrfinderplus	3.11.18	gene_presence_detected	PHENICOL/QUINOLONE	100.0			PHENICOL/QUINOLONE				1050													1050					99.9
A1203KPN.tsv.amrfinderplus	pcoA	multicopper oxidase PcoA	NCBI Reference Gene Database	2023-11-15.1	CAA58525.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				605													605					100.0
A1203KPN.tsv.amrfinderplus	pcoB	copper-binding protein PcoB	NCBI Reference Gene Database	2023-11-15.1	CAA58526.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				296													296					99.66
A1203KPN.tsv.amrfinderplus	pcoC	copper resistance system metallochaperone PcoC	NCBI Reference Gene Database	2023-11-15.1	CAA58527.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				126													126					100.0
A1203KPN.tsv.amrfinderplus	pcoD	copper resistance inner membrane protein PcoD	NCBI Reference Gene Database	2023-11-15.1	CAA58528.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				309													309					99.68
A1203KPN.tsv.amrfinderplus	pcoR	copper response regulator transcription factor PcoR	NCBI Reference Gene Database	2023-11-15.1	CAA58529.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				226													226					100.0
A1203KPN.tsv.amrfinderplus	pcoS	copper resistance membrane spanning protein PcoS	NCBI Reference Gene Database	2023-11-15.1	CAA58530.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				466													466					99.14
A1203KPN.tsv.amrfinderplus	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NCBI Reference Gene Database	2023-11-15.1	AAD11749.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				1048													1048					99.24
A1203KPN.tsv.amrfinderplus	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NCBI Reference Gene Database	2023-11-15.1	AAD11748.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				430													430					97.91
A1203KPN.tsv.amrfinderplus	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NCBI Reference Gene Database	2023-11-15.1	SPD96884.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				461													461					100.0
A1203KPN.tsv.amrfinderplus	silE	silver-binding protein SilE	NCBI Reference Gene Database	2023-11-15.1	AAD11743.1	amrfinderplus	3.11.18	gene_presence_detected	SILVER	100.0			SILVER				143													143					97.2
A1203KPN.tsv.amrfinderplus	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NCBI Reference Gene Database	2023-11-15.1	KGL71342.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				117													117					99.15
A1203KPN.tsv.amrfinderplus	silP	Ag(+)-translocating P-type ATPase SilP	NCBI Reference Gene Database	2023-11-15.1	AAD11750.1	amrfinderplus	3.11.18	gene_presence_detected	SILVER	99.64			SILVER				822													824					94.41
A1203KPN.tsv.amrfinderplus	silR	copper/silver response regulator transcription factor SilR	NCBI Reference Gene Database	2023-11-15.1	SPD96883.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				226													226					100.0
A1203KPN.tsv.amrfinderplus	silS	copper/silver sensor histidine kinase SilS	NCBI Reference Gene Database	2023-11-15.1	SPD96882.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				491													491					100.0
A1204ECO.tsv.amrfinderplus	acrF	multidrug efflux RND transporter permease subunit AcrF	NCBI Reference Gene Database	2023-11-15.1	AAC76298.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				1034													1034					99.52
A1204ECO.tsv.amrfinderplus	ariR	biofilm/acid-resistance regulator AriR	NCBI Reference Gene Database	2023-11-15.1	AAC74250.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							88													88					97.73
A1204ECO.tsv.amrfinderplus	arsC	glutaredoxin-dependent arsenate reductase	NCBI Reference Gene Database	2023-11-15.1	AAA21096.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENATE	100.0			ARSENIC				141													141					92.2
A1204ECO.tsv.amrfinderplus	asr	acid resistance repetitive basic protein Asr	NCBI Reference Gene Database	2023-11-15.1	BAA15331.2	amrfinderplus	3.11.18	gene_presence_detected		100.0							102													102					98.04
A1204ECO.tsv.amrfinderplus	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	NCBI Reference Gene Database	2023-11-15.1	WP_000239590.1	amrfinderplus	3.11.18	gene_presence_detected	CEPHALOSPORIN	100.0			BETA-LACTAM				291													291					100.0
A1204ECO.tsv.amrfinderplus	blaEC	BlaEC family class C beta-lactamase	NCBI Reference Gene Database	2023-11-15.1	AAZ85965.1	amrfinderplus	3.11.18	gene_presence_detected	BETA-LACTAM	100.0			BETA-LACTAM				377													377					98.94
A1204ECO.tsv.amrfinderplus	blaOXA-48	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-48	NCBI Reference Gene Database	2023-11-15.1	WP_015059991.1	amrfinderplus	3.11.18	gene_presence_detected	CARBAPENEM	100.0			BETA-LACTAM				265													265					100.0
A1204ECO.tsv.amrfinderplus	dfrA25	trimethoprim-resistant dihydrofolate reductase DfrA25	NCBI Reference Gene Database	2023-11-15.1	WP_029391998.1	amrfinderplus	3.11.18	gene_presence_detected	TRIMETHOPRIM	100.0			TRIMETHOPRIM				157													157					100.0
A1204ECO.tsv.amrfinderplus	emrD	multidrug efflux MFS transporter EmrD	NCBI Reference Gene Database	2023-11-15.1	EFF04178.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				396													396					98.99
A1204ECO.tsv.amrfinderplus	emrE	multidrug efflux SMR transporter EmrE	NCBI Reference Gene Database	2023-11-15.1	CAA77936.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				110													110					98.18
A1204ECO.tsv.amrfinderplus	fdeC	inverse autotransporter adhesin FdeC	NCBI Reference Gene Database	2023-11-15.1	ABE05822.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							1415													1416					96.75
A1204ECO.tsv.amrfinderplus	fieF	CDF family cation-efflux transporter FieF	NCBI Reference Gene Database	2023-11-15.1	BAE77395.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							300													300					99.67
A1204ECO.tsv.amrfinderplus	iss	increased serum survival lipoprotein Iss	NCBI Reference Gene Database	2023-11-15.1	ADN71659.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							97													97					100.0
A1204ECO.tsv.amrfinderplus	iucA	aerobactin synthase IucA	NCBI Reference Gene Database	2023-11-15.1	EGI25746.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							574													576					98.61
A1204ECO.tsv.amrfinderplus	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	NCBI Reference Gene Database	2023-11-15.1	AAN82074.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							315													315					99.37
A1204ECO.tsv.amrfinderplus	iucC	NIS family aerobactin synthetase IucC	NCBI Reference Gene Database	2023-11-15.1	AAN82073.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							580													580					99.14
A1204ECO.tsv.amrfinderplus	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	NCBI Reference Gene Database	2023-11-15.1	AAD44749.1	amrfinderplus	3.11.18	gene_presence_detected		95.51							425													445					97.65
A1204ECO.tsv.amrfinderplus	iutA	ferric aerobactin receptor IutA	NCBI Reference Gene Database	2023-11-15.1	AAN45165.2	amrfinderplus	3.11.18	gene_presence_detected		99.73							729													731					89.85
A1204ECO.tsv.amrfinderplus	mdtM	multidrug efflux MFS transporter MdtM	NCBI Reference Gene Database	2023-11-15.1	AAC77293.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				410													410					97.07
A1204ECO.tsv.amrfinderplus	papA	P fimbria major subunit PapA	NCBI Reference Gene Database	2023-11-15.1	CAA43562.1	amrfinderplus	3.11.18	gene_presence_detected		51.89							95													185					87.5
A1204ECO.tsv.amrfinderplus	qacE	quaternary ammonium compound efflux SMR transporter QacE	NCBI Reference Gene Database	2023-11-15.1	WP_000679427.1	amrfinderplus	3.11.18	gene_presence_detected	QUATERNARY AMMONIUM	60.0			QUATERNARY AMMONIUM				69													115					98.55
A1204ECO.tsv.amrfinderplus	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NCBI Reference Gene Database	2023-11-15.1	WP_000679427.1	amrfinderplus	3.11.18	gene_presence_detected	QUATERNARY AMMONIUM	100.0			QUATERNARY AMMONIUM				115													115					100.0
A1204ECO.tsv.amrfinderplus	qnrB2	quinolone resistance pentapeptide repeat protein QnrB2	NCBI Reference Gene Database	2023-11-15.1	WP_012695489.1	amrfinderplus	3.11.18	gene_presence_detected	QUINOLONE	100.0			QUINOLONE				214													214					100.0
A1204ECO.tsv.amrfinderplus	sat	serine protease autotransporter toxin Sat	NCBI Reference Gene Database	2023-11-15.1	CAE55775.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							1295													1295					100.0
A1204ECO.tsv.amrfinderplus	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	NCBI Reference Gene Database	2023-11-15.1	WP_000259031.1	amrfinderplus	3.11.18	gene_presence_detected	SULFONAMIDE	100.0			SULFONAMIDE				279													279					100.0
A1204ECO.tsv.amrfinderplus	tet(A)	tetracycline efflux MFS transporter Tet(A)	NCBI Reference Gene Database	2023-11-15.1	WP_012579085.1	amrfinderplus	3.11.18	gene_presence_detected	TETRACYCLINE	100.0			TETRACYCLINE				399													399					100.0
A1204ECO.tsv.amrfinderplus	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NCBI Reference Gene Database	2023-11-15.1	CAA21388.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							600													600					99.5
A1204ECO.tsv.amrfinderplus	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NCBI Reference Gene Database	2023-11-15.1	AAC69584.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							600													600					99.5
A1205ECO.tsv.amrfinderplus	acrF	multidrug efflux RND transporter permease subunit AcrF	NCBI Reference Gene Database	2023-11-15.1	AAC76298.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				1034													1034					99.52
A1205ECO.tsv.amrfinderplus	air	inverse autotransporter adhesin EaeX/Air	NCBI Reference Gene Database	2023-11-15.1	CBG36838.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							3807													3806					88.86
A1205ECO.tsv.amrfinderplus	ariR	biofilm/acid-resistance regulator AriR	NCBI Reference Gene Database	2023-11-15.1	AAC74250.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							88													88					98.86
A1205ECO.tsv.amrfinderplus	arsC	glutaredoxin-dependent arsenate reductase	NCBI Reference Gene Database	2023-11-15.1	AAA21096.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENATE	100.0			ARSENIC				141													141					92.2
A1205ECO.tsv.amrfinderplus	asr	acid resistance repetitive basic protein Asr	NCBI Reference Gene Database	2023-11-15.1	BAA15331.2	amrfinderplus	3.11.18	gene_presence_detected		100.0							102													102					98.04
A1205ECO.tsv.amrfinderplus	blaEC	BlaEC family class C beta-lactamase	NCBI Reference Gene Database	2023-11-15.1	AAC77110.1	amrfinderplus	3.11.18	gene_presence_detected	BETA-LACTAM	100.0			BETA-LACTAM				377													377					98.41
A1205ECO.tsv.amrfinderplus	blaOXA-48	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-48	NCBI Reference Gene Database	2023-11-15.1	WP_015059991.1	amrfinderplus	3.11.18	gene_presence_detected	CARBAPENEM	100.0			BETA-LACTAM				265													265					100.0
A1205ECO.tsv.amrfinderplus	eilA	HilA family transcriptional regulator EilA	NCBI Reference Gene Database	2023-11-15.1	ACB16655.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							565													565					99.82
A1205ECO.tsv.amrfinderplus	emrD	multidrug efflux MFS transporter EmrD	NCBI Reference Gene Database	2023-11-15.1	EFF04178.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				396													396					100.0
A1205ECO.tsv.amrfinderplus	emrE	multidrug efflux SMR transporter EmrE	NCBI Reference Gene Database	2023-11-15.1	CAA77936.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				110													110					98.18
A1205ECO.tsv.amrfinderplus	espX1	type III secretion system effector EspX1	NCBI Reference Gene Database	2023-11-15.1	ADD54679.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							473													473					93.87
A1205ECO.tsv.amrfinderplus	fdeC	inverse autotransporter adhesin FdeC	NCBI Reference Gene Database	2023-11-15.1	ABE05822.1	amrfinderplus	3.11.18	gene_presence_detected		99.93							1414													1416					92.65
A1205ECO.tsv.amrfinderplus	fieF	CDF family cation-efflux transporter FieF	NCBI Reference Gene Database	2023-11-15.1	BAE77395.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							300													300					100.0
A1205ECO.tsv.amrfinderplus	iss	increased serum survival lipoprotein Iss	NCBI Reference Gene Database	2023-11-15.1	CAR12622.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							97													97					100.0
A1205ECO.tsv.amrfinderplus	lpfA1	long polar fimbria major subunit LpfA1	NCBI Reference Gene Database	2023-11-15.1	OPH66324.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							178													178					98.31
A1205ECO.tsv.amrfinderplus	lpfA2	long polar fimbria major subunit LpfA2	NCBI Reference Gene Database	2023-11-15.1	BAB38093.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							200													200					100.0
A1205ECO.tsv.amrfinderplus	mdtM	multidrug efflux MFS transporter MdtM	NCBI Reference Gene Database	2023-11-15.1	AAC77293.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				410													410					98.05
A1206KPN.tsv.amrfinderplus	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	NCBI Reference Gene Database	2023-11-15.1	WP_000557454.1	amrfinderplus	3.11.18	gene_presence_detected	GENTAMICIN	100.0			AMINOGLYCOSIDE				286													286					100.0
A1206KPN.tsv.amrfinderplus	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	NCBI Reference Gene Database	2023-11-15.1	WP_001082319.1	amrfinderplus	3.11.18	gene_presence_detected	STREPTOMYCIN	100.0			AMINOGLYCOSIDE				267													267					100.0
A1206KPN.tsv.amrfinderplus	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	NCBI Reference Gene Database	2023-11-15.1	WP_000480968.1	amrfinderplus	3.11.18	gene_presence_detected	STREPTOMYCIN	100.0			AMINOGLYCOSIDE				278													278					99.64
A1206KPN.tsv.amrfinderplus	blaOXA-48	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-48	NCBI Reference Gene Database	2023-11-15.1	WP_015059991.1	amrfinderplus	3.11.18	gene_presence_detected	CARBAPENEM	100.0			BETA-LACTAM				265													265					100.0
A1206KPN.tsv.amrfinderplus	blaSHV-12	extended-spectrum class A beta-lactamase SHV-12	NCBI Reference Gene Database	2023-11-15.1	WP_002904004.1	amrfinderplus	3.11.18	gene_presence_detected	CEPHALOSPORIN	100.0			BETA-LACTAM				286													286					100.0
A1206KPN.tsv.amrfinderplus	blaTEM	TEM family class A beta-lactamase	NCBI Reference Gene Database	2023-11-15.1	WP_000027057.1	amrfinderplus	3.11.18	gene_presence_detected	BETA-LACTAM	94.41			BETA-LACTAM				270													286					100.0
A1206KPN.tsv.amrfinderplus	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	NCBI Reference Gene Database	2023-11-15.1	WP_001011939.1	amrfinderplus	3.11.18	gene_presence_detected	CHLORAMPHENICOL	100.0			PHENICOL				213													213					100.0
A1206KPN.tsv.amrfinderplus	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	NCBI Reference Gene Database	2023-11-15.1	WP_004201280.1	amrfinderplus	3.11.18	gene_presence_detected	TRIMETHOPRIM	100.0			TRIMETHOPRIM				157													157					100.0
A1206KPN.tsv.amrfinderplus	emrD	multidrug efflux MFS transporter EmrD	NCBI Reference Gene Database	2023-11-15.1	ACN65732.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				394													394					99.49
A1206KPN.tsv.amrfinderplus	fieF	CDF family cation-efflux transporter FieF	NCBI Reference Gene Database	2023-11-15.1	BAB89353.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							300													300					100.0
A1206KPN.tsv.amrfinderplus	fosA	FosA5 family fosfomycin resistance glutathione transferase	NCBI Reference Gene Database	2023-11-15.1	WP_004146118.1	amrfinderplus	3.11.18	gene_presence_detected	FOSFOMYCIN	99.28			FOSFOMYCIN				138													139					99.28
A1206KPN.tsv.amrfinderplus	kdeA	multidrug efflux MFS transporter KdeA	NCBI Reference Gene Database	2023-11-15.1	ABR76310.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				410													410					99.76
